Id,Hero,Power
3535,Molten Man,Durability
3536,Molten Man,Super Strength
3537,Molten Man,Heat Generation
3538,Molten Man,Heat Resistance
3539,Monarch,Flight
3540,Monarch,Super Strength
3541,Monarch,Invulnerability
3542,Monarch,Force Fields
3543,Monarch,Self-Sustenance
3544,Monarch,Technopath/Cyberpath
3545,Monarch,Time Travel
3546,Monica Dawson,Photographic Reflexes
3547,Moon Knight,Marksmanship
3548,Moon Knight,Weapons Master
3549,Moon Knight,Super Strength
3550,Moon Knight,Stamina
3551,Moon Knight,Reflexes
3552,Moon Knight,Telepathy Resistance
3553,Moonstone,Durability
3554,Moonstone,Flight
3555,Moonstone,Super Strength
3556,Moonstone,Energy Blasts
3557,Moonstone,Super Speed
3558,Moonstone,Intangibility
3559,Moonstone,Molecular Manipulation
3560,Moonstone,Light Control
3561,Morlun,Agility
3562,Morlun,Durability
3563,Morlun,Super Strength
3564,Morlun,Stamina
3565,Morlun,Super Speed
3566,Morlun,Immortality
3567,Morlun,Reflexes
3568,Moses Magnum,Seismic Power
3569,Mr Immortal,Accelerated Healing
3570,Mr Immortal,Longevity
3571,Mr Immortal,Immortality
3572,Mr Incredible,Durability
3573,Mr Incredible,Super Strength
3574,Mr Incredible,Stamina
3575,Mr Incredible,Super Speed
3576,Mr Incredible,Enhanced Senses
3577,Mr Incredible,Jump
3578,Mr Incredible,Invulnerability
3579,Ms Marvel II,Durability
3580,Ms Marvel II,Super Strength
3581,Multiple Man,Duplication
3582,Mysterio,Weapons Master
3583,Mysterio,Intelligence
3584,Mysterio,Stamina
3585,Mysterio,Weapon-based Powers
3586,Mysterio,Magic
3587,Mysterio,Jump
3588,Mysterio,Peak Human Condition
3589,Mysterio,Animation
3590,Mysterio,Hypnokinesis
3591,Mysterio,Power Suit
3592,Mysterio,Illusions
3593,Mysterio,Sonar
3594,Mysterio,Web Creation
3595,Mystique,Agility
3596,Mystique,Accelerated Healing
3597,Mystique,Stealth
3598,Mystique,Marksmanship
3599,Mystique,Weapons Master
3600,Mystique,Longevity
3601,Mystique,Intelligence
3602,Mystique,Super Strength
3603,Mystique,Stamina
3604,Mystique,Shapeshifting
3605,Mystique,Molecular Manipulation
3606,Mystique,Toxin and Disease Resistance
3607,Mystique,Telepathy Resistance
3608,Namor,Agility
3609,Namor,Accelerated Healing
3610,Namor,Cold Resistance
3611,Namor,Durability
3612,Namor,Flight
3613,Namor,Underwater breathing
3614,Namor,Longevity
3615,Namor,Intelligence
3616,Namor,Super Strength
3617,Namor,Telepathy
3618,Namor,Stamina
3619,Namor,Super Speed
3620,Namor,Enhanced Senses
3621,Namor,Reflexes
3622,Namor,Animal Control
3623,Namor,Sub-Mariner
3624,Namor,Radiation Absorption
3625,Namora,Accelerated Healing
3626,Namora,Durability
3627,Namora,Flight
3628,Namora,Underwater breathing
3629,Namora,Longevity
3630,Namora,Super Strength
3631,Namora,Telepathy
3632,Namora,Stamina
3633,Namora,Super Speed
3634,Namora,Reflexes
3635,Namorita,Agility
3636,Namorita,Accelerated Healing
3637,Namorita,Durability
3638,Namorita,Flight
3639,Namorita,Longevity
3640,Namorita,Super Strength
3641,Namorita,Stamina
3642,Namorita,Super Speed
3643,Namorita,Reflexes
3644,Naruto Uzumaki,Agility
3645,Naruto Uzumaki,Accelerated Healing
3646,Naruto Uzumaki,Stealth
3647,Naruto Uzumaki,Marksmanship
3648,Naruto Uzumaki,Weapons Master
3649,Naruto Uzumaki,Longevity
3650,Naruto Uzumaki,Super Strength
3651,Naruto Uzumaki,Duplication
3652,Naruto Uzumaki,Stamina
3653,Naruto Uzumaki,Super Speed
3654,Naruto Uzumaki,Teleportation
3655,Naruto Uzumaki,Magic
3656,Naruto Uzumaki,Shapeshifting
3657,Naruto Uzumaki,Camouflage
3658,Naruto Uzumaki,Fire Control
3659,Naruto Uzumaki,Energy Constructs
3660,Naruto Uzumaki,Empathy
3661,Naruto Uzumaki,Heat Generation
3662,Naruto Uzumaki,Energy Manipulation
3663,Naruto Uzumaki,Enhanced Smell
3664,Naruto Uzumaki,Wallcrawling
3665,Naruto Uzumaki,Weather Control
3666,Nathan Petrelli,Flight
3667,Nebula,Durability
3668,Nebula,Marksmanship
3669,Nebula,Super Strength
3670,Negasonic Teenage Warhead,Telepathy
3671,Negasonic Teenage Warhead,Precognition
3672,Nick Fury,Weapons Master
3673,Nick Fury,Longevity
3674,Nightcrawler,Agility
3675,Nightcrawler,Stealth
3676,Nightcrawler,Teleportation
3677,Nightcrawler,Camouflage
3678,Nightcrawler,Reflexes
3679,Nightcrawler,Wallcrawling
3680,Nightcrawler,Vision - Night
3681,Nightwing,Agility
3682,Nightwing,Stealth
3683,Nightwing,Marksmanship
3684,Nightwing,Weapons Master
3685,Nightwing,Intelligence
3686,Nightwing,Stamina
3687,Nightwing,Weapon-based Powers
3688,Nightwing,Peak Human Condition
3689,Niki Sanders,Super Strength
3690,Nina Theroux,Psionic Powers
3691,Nina Theroux,Mind Control
3692,Northstar,Durability
3693,Northstar,Super Speed
3694,Northstar,Reflexes
3695,Northstar,Molecular Manipulation
3696,Northstar,Illumination
3697,Nova,Agility
3698,Nova,Accelerated Healing
3699,Nova,Durability
3700,Nova,Energy Absorption
3701,Nova,Flight
3702,Nova,Super Strength
3703,Nova,Energy Blasts
3704,Nova,Stamina
3705,Nova,Super Speed
3706,Nova,Energy Beams
3707,Nova,Fire Control
3708,Nova,Reflexes
3709,Nova,Invulnerability
3710,Nova,Fire Resistance
3711,Nova,Nova Force
3712,Nova,Heat Generation
3713,Nova,Light Control
3714,Nova,Energy Manipulation
3715,Nova,Heat Resistance
3716,Nova,Vision - Telescopic
3717,Nova,Vision - Night
3718,Nova,Vision - Infrared
3719,Nova,Vision - X-Ray
3720,Nova,Vision - Thermal
3721,Odin,Agility
3722,Odin,Accelerated Healing
3723,Odin,Durability
3724,Odin,Stealth
3725,Odin,Energy Absorption
3726,Odin,Longevity
3727,Odin,Intelligence
3728,Odin,Super Strength
3729,Odin,Cryokinesis
3730,Odin,Telepathy
3731,Odin,Energy Blasts
3732,Odin,Size Changing
3733,Odin,Stamina
3734,Odin,Super Speed
3735,Odin,Teleportation
3736,Odin,Telekinesis
3737,Odin,Magic
3738,Odin,Shapeshifting
3739,Odin,Reflexes
3740,Odin,Invulnerability
3741,Odin,Force Fields
3742,Odin,Precognition
3743,Odin,Energy Manipulation
3744,Odin,Time Travel
3745,Odin,Illusions
3746,Odin,Omnilingualism
3747,Odin,Time Manipulation
3748,Odin,Invisibility
3749,Odin,Matter Absorption
3750,Odin,Weather Control
3751,Odin,Odin Force
3752,Offspring,Cold Resistance
3753,Offspring,Size Changing
3754,Offspring,Density Control
3755,Offspring,Shapeshifting
3756,Offspring,Immortality
3757,Offspring,Invulnerability
3758,Offspring,Elasticity
3759,Offspring,Heat Resistance
3760,Offspring,Telepathy Resistance
3761,Offspring,Mind Control Resistance
3762,Omniscient,Intelligence
3763,Omniscient,Telepathy
3764,Omniscient,Teleportation
3765,Omniscient,Mind Blast
3766,Omniscient,Telepathy Resistance
3767,Omniscient,Mind Control Resistance
3768,One Punch Man,Agility
3769,One Punch Man,Danger Sense
3770,One Punch Man,Super Strength
3771,One Punch Man,Stamina
3772,One Punch Man,Super Speed
3773,One Punch Man,Enhanced Senses
3774,One Punch Man,Reflexes
3775,One Punch Man,Invulnerability
3776,One Punch Man,Telepathy Resistance
3777,One-Above-All,Agility
3778,One-Above-All,Accelerated Healing
3779,One-Above-All,Dimensional Awareness
3780,One-Above-All,Durability
3781,One-Above-All,Energy Absorption
3782,One-Above-All,Flight
3783,One-Above-All,Intelligence
3784,One-Above-All,Super Strength
3785,One-Above-All,Size Changing
3786,One-Above-All,Super Speed
3787,One-Above-All,Death Touch
3788,One-Above-All,Teleportation
3789,One-Above-All,Magic
3790,One-Above-All,Dimensional Travel
3791,One-Above-All,Immortality
3792,One-Above-All,Element Control
3793,One-Above-All,Phasing
3794,One-Above-All,Astral Projection
3795,One-Above-All,Invulnerability
3796,One-Above-All,Self-Sustenance
3797,One-Above-All,Precognition
3798,One-Above-All,Molecular Manipulation
3799,One-Above-All,Gravity Control
3800,One-Above-All,Energy Manipulation
3801,One-Above-All,Time Travel
3802,One-Above-All,Omnipotent
3803,One-Above-All,Time Manipulation
3804,One-Above-All,Invisibility
3805,One-Above-All,Reality Warping
3806,One-Above-All,Omnipresent
3807,One-Above-All,Omniscient
3808,Onslaught,Dimensional Awareness
3809,Onslaught,Flight
3810,Onslaught,Intelligence
3811,Onslaught,Super Strength
3812,Onslaught,Telepathy
3813,Onslaught,Size Changing
3814,Onslaught,Astral Travel
3815,Onslaught,Telekinesis
3816,Onslaught,Camouflage
3817,Onslaught,Astral Projection
3818,Onslaught,Invulnerability
3819,Onslaught,Force Fields
3820,Onslaught,Psionic Powers
3821,Onslaught,Mind Control
3822,Onslaught,Power Absorption
3823,Onslaught,Intangibility
3824,Onslaught,Mind Blast
3825,Onslaught,Illusions
3826,Onslaught,Telepathy Resistance
3827,Onslaught,Magnetism
3828,Onslaught,Vision - X-Ray
3829,Onslaught,Reality Warping
3830,Oracle,Intelligence
3831,Osiris,Durability
3832,Osiris,Flight
3833,Osiris,Intelligence
3834,Osiris,Super Strength
3835,Osiris,Stamina
3836,Osiris,Super Speed
3837,Osiris,Clairvoyance
3838,Osiris,Dimensional Travel
3839,Osiris,Invulnerability
3840,Osiris,Self-Sustenance
3841,Overtkill,Super Strength
3842,Overtkill,Super Speed
3843,Overtkill,Enhanced Senses
3844,Ozymandias,Agility
3845,Ozymandias,Stealth
3846,Ozymandias,Intelligence
3847,Ozymandias,Stamina
3848,Ozymandias,Peak Human Condition
3849,Ozymandias,Enhanced Memory
3850,Ozymandias,Reflexes
3851,Ozymandias,Omnilingualism
3852,Parademon,Flight
3853,Parademon,Super Strength
3854,Parademon,Shapeshifting
3855,Parademon,Fire Resistance
3856,Parademon,Heat Generation
3857,Parademon,Gliding
3858,Parademon,Power Suit
3859,Parademon,Natural Weapons
3860,Parademon,Super Breath
3861,Penance II,Energy Blasts
3862,Penguin,Intelligence
3863,Peter Petrelli,Power Absorption
3864,Phantom,Marksmanship
3865,Phantom,Peak Human Condition
3866,Phantom,Reflexes
3867,Phantom Girl,Phasing
3868,Phoenix,Agility
3869,Phoenix,Energy Absorption
3870,Phoenix,Telepathy
3871,Phoenix,Telekinesis
3872,Phoenix,Immortality
3873,Phoenix,Astral Projection
3874,Phoenix,Fire Control
3875,Phoenix,Force Fields
3876,Phoenix,Psionic Powers
3877,Phoenix,Mind Control
3878,Phoenix,Molecular Manipulation
3879,Phoenix,Mind Blast
3880,Phoenix,Levitation
3881,Phoenix,Energy Manipulation
3882,Phoenix,Illusions
3883,Phoenix,Telepathy Resistance
3884,Phoenix,Resurrection
3885,Phoenix,Phoenix Force
3886,Plantman,Durability
3887,Plantman,Stealth
3888,Plantman,Super Strength
3889,Plantman,Invulnerability
3890,Plantman,Plant Control
3891,Plastic Man,Agility
3892,Plastic Man,Accelerated Healing
3893,Plastic Man,Durability
3894,Plastic Man,Stealth
3895,Plastic Man,Super Strength
3896,Plastic Man,Size Changing
3897,Plastic Man,Density Control
3898,Plastic Man,Shapeshifting
3899,Plastic Man,Immortality
3900,Plastic Man,Invulnerability
3901,Plastic Man,Elasticity
3902,Plastic Man,Telepathy Resistance
3903,Plastique,Energy Blasts
3904,Poison Ivy,Agility
3905,Poison Ivy,Accelerated Healing
3906,Poison Ivy,Marksmanship
3907,Poison Ivy,Super Strength
3908,Poison Ivy,Death Touch
3909,Poison Ivy,Substance Secretion
3910,Poison Ivy,Hypnokinesis
3911,Poison Ivy,Toxin and Disease Control
3912,Poison Ivy,Toxin and Disease Resistance
3913,Poison Ivy,Plant Control
3914,Polaris,Energy Absorption
3915,Polaris,Flight
3916,Polaris,Intelligence
3917,Polaris,Enhanced Senses
3918,Polaris,Force Fields
3919,Polaris,Molecular Manipulation
3920,Polaris,Energy Manipulation
3921,Polaris,Magnetism
3922,Power Girl,Agility
3923,Power Girl,Accelerated Healing
3924,Power Girl,Durability
3925,Power Girl,Energy Absorption
3926,Power Girl,Flight
3927,Power Girl,Intelligence
3928,Power Girl,Super Strength
3929,Power Girl,Stamina
3930,Power Girl,Super Speed
3931,Power Girl,Enhanced Senses
3932,Power Girl,Jump
3933,Power Girl,Enhanced Memory
3934,Power Girl,Reflexes
3935,Power Girl,Invulnerability
3936,Power Girl,Enhanced Hearing
3937,Power Girl,Vision - Telescopic
3938,Power Girl,Toxin and Disease Resistance
3939,Power Girl,Vision - Microscopic
3940,Power Girl,Super Breath
3941,Power Girl,Vision - Night
3942,Power Girl,Vision - Infrared
3943,Power Girl,Vision - Heat
3944,Power Girl,Vision - X-Ray
3945,Power Girl,Vision - Thermal
3946,Predator,Accelerated Healing
3947,Predator,Cold Resistance
3948,Predator,Durability
3949,Predator,Stealth
3950,Predator,Marksmanship
3951,Predator,Weapons Master
3952,Predator,Longevity
3953,Predator,Intelligence
3954,Predator,Super Strength
3955,Predator,Stamina
3956,Predator,Jump
3957,Predator,Camouflage
3958,Predator,Reflexes
3959,Predator,Power Suit
3960,Predator,Natural Weapons
3961,Predator,Cloaking
3962,Predator,Toxin and Disease Resistance
3963,Predator,Vision - Night
3964,Predator,Vision - Infrared
3965,Predator,Radar Sense
3966,Predator,Vision - Thermal
3967,Professor X,Intelligence
3968,Professor X,Telepathy
3969,Professor X,Possession
3970,Professor X,Power Sense
3971,Professor X,Astral Projection
3972,Professor X,Projection
3973,Professor X,Psionic Powers
3974,Professor X,Mind Control
3975,Professor X,Mind Blast
3976,Professor X,Illusions
3977,Professor Zoom,Stamina
3978,Professor Zoom,Super Speed
3979,Professor Zoom,Phasing
3980,Professor Zoom,Reflexes
3981,Professor Zoom,Time Travel
3982,Proto-Goblin,Agility
3983,Proto-Goblin,Durability
3984,Proto-Goblin,Super Strength
3985,Proto-Goblin,Natural Weapons
3986,Psylocke,Agility
3987,Psylocke,Stealth
3988,Psylocke,Super Strength
3989,Psylocke,Telepathy
3990,Psylocke,Super Speed
3991,Psylocke,Telekinesis
3992,Psylocke,Astral Projection
3993,Psylocke,Psionic Powers
3994,Psylocke,Precognition
3995,Psylocke,Mind Control
3996,Psylocke,Illusions
3997,Psylocke,Cloaking
3998,Psylocke,Telepathy Resistance
3999,Psylocke,Mind Control Resistance
4000,Punisher,Agility
4001,Punisher,Durability
4002,Punisher,Stealth
4003,Punisher,Marksmanship
4004,Punisher,Weapons Master
4005,Punisher,Stamina
4006,Punisher,Weapon-based Powers
4007,Punisher,Peak Human Condition
4008,Punisher,Reflexes
4009,Purple Man,Accelerated Healing
4010,Purple Man,Telepathy
4011,Purple Man,Substance Secretion
4012,Purple Man,Mind Control
4013,Purple Man,Hypnokinesis
4014,Pyro,Fire Control
4015,Q,Dimensional Awareness
4016,Q,Stealth
4017,Q,Intelligence
4018,Q,Teleportation
4019,Q,Telekinesis
4020,Q,Magic
4021,Q,Immortality
4022,Q,Phasing
4023,Q,Force Fields
4024,Q,Probability Manipulation
4025,Q,Gravity Control
4026,Q,Time Travel
4027,Q,Illusions
4028,Q,Time Manipulation
4029,Q,Reality Warping
4030,Quantum,Super Speed
4031,Question,Agility
4032,Question,Intelligence
4033,Quicksilver,Durability
4034,Quicksilver,Super Strength
4035,Quicksilver,Super Speed
4036,Quicksilver,Molecular Manipulation
4037,Quicksilver,Time Manipulation
4038,Quill,Weapon-based Powers
4039,Quill,Substance Secretion
4040,Ra's Al Ghul,Agility
4041,Ra's Al Ghul,Durability
4042,Ra's Al Ghul,Longevity
4043,Ra's Al Ghul,Intelligence
4044,Ra's Al Ghul,Super Strength
4045,Ra's Al Ghul,Stamina
4046,Ra's Al Ghul,Super Speed
4047,Ra's Al Ghul,Weapon-based Powers
4048,Rachel Pirzad,Enhanced Senses
4049,Rachel Pirzad,Enhanced Hearing
4050,Rachel Pirzad,Enhanced Smell
4051,Rachel Pirzad,Vision - Telescopic
4052,Rachel Pirzad,Enhanced Touch
4053,Rachel Pirzad,Vision - Microscopic
4054,Rambo,Agility
4055,Rambo,Stealth
4056,Rambo,Marksmanship
4057,Rambo,Weapons Master
4058,Rambo,Stamina
4059,Raphael,Agility
4060,Raphael,Accelerated Healing
4061,Raphael,Stealth
4062,Raphael,Marksmanship
4063,Raphael,Weapons Master
4064,Raphael,Stamina
4065,Raphael,Jump
4066,Raphael,Reflexes
4067,Raphael,Natural Armor
4068,Raphael,Sub-Mariner
4069,Raven,Flight
4070,Raven,Teleportation
4071,Raven,Telekinesis
4072,Raven,Astral Projection
4073,Raven,Empathy
4074,Ray,Accelerated Healing
4075,Ray,Durability
4076,Ray,Stealth
4077,Ray,Energy Absorption
4078,Ray,Flight
4079,Ray,Stamina
4080,Ray,Super Speed
4081,Ray,Energy Beams
4082,Ray,Invulnerability
4083,Ray,Energy Constructs
4084,Ray,Force Fields
4085,Ray,Elemental Transmogrification
4086,Ray,Intangibility
4087,Ray,Light Control
4088,Ray,Illusions
4089,Ray,Invisibility
4090,Razor-Fist II,Weapon-based Powers
4091,Razor-Fist II,Peak Human Condition
4092,Red Arrow,Agility
4093,Red Arrow,Stealth
4094,Red Arrow,Marksmanship
4095,Red Arrow,Weapons Master
4096,Red Arrow,Stamina
4097,Red Hood,Agility
4098,Red Hood,Stealth
4099,Red Hood,Marksmanship
4100,Red Hood,Weapons Master
4101,Red Hood,Intelligence
4102,Red Hood,Stamina
4103,Red Hood,Peak Human Condition
4104,Red Hulk,Accelerated Healing
4105,Red Hulk,Durability
4106,Red Hulk,Energy Absorption
4107,Red Hulk,Longevity
4108,Red Hulk,Super Strength
4109,Red Hulk,Stamina
4110,Red Hulk,Super Speed
4111,Red Hulk,Jump
4112,Red Hulk,Radiation Control
4113,Red Hulk,Radiation Immunity
4114,Red Hulk,Toxin and Disease Resistance
4115,Red Hulk,Radiation Absorption
4116,Red Mist,Agility
4117,Red Mist,Stamina
4118,Red Robin,Agility
4119,Red Robin,Stealth
4120,Red Robin,Marksmanship
4121,Red Robin,Weapons Master
4122,Red Robin,Intelligence
4123,Red Robin,Stamina
4124,Red Skull,Enhanced Memory
4125,Red Tornado,Agility
4126,Red Tornado,Flight
4127,Red Tornado,Super Strength
4128,Red Tornado,Stamina
4129,Red Tornado,Audio Control
4130,Red Tornado,Super Speed
4131,Red Tornado,Force Fields
4132,Red Tornado,Self-Sustenance
4133,Red Tornado,Technopath/Cyberpath
4134,Red Tornado,Enhanced Hearing
4135,Red Tornado,Regeneration
4136,Red Tornado,Invisibility
4137,Red Tornado,Wind Control
4138,Red Tornado,Resurrection
4139,Redeemer II,Durability
4140,Redeemer II,Super Strength
4141,Redeemer II,Energy Blasts
4142,Redeemer II,Stamina
4143,Redeemer II,Teleportation
4144,Redeemer II,Energy Manipulation
4145,Redeemer III,Durability
4146,Redeemer III,Flight
4147,Redeemer III,Super Strength
4148,Redeemer III,Stamina
4149,Redeemer III,Energy Manipulation
4150,Rey,Agility
4151,Rey,Stamina
4152,Rey,Telekinesis
4153,Rey,Mind Control
4154,Rey,Mind Control Resistance
4155,Rey,The Force
4156,Rhino,Cold Resistance
4157,Rhino,Durability
4158,Rhino,Super Strength
4159,Rhino,Stamina
4160,Rhino,Super Speed
4161,Rhino,Natural Armor
4162,Rhino,Power Suit
4163,Rhino,Heat Resistance
4164,Rick Flag,Weapon-based Powers
4165,Riddler,Intelligence
4166,Rip Hunter,Dimensional Awareness
4167,Rip Hunter,Stealth
4168,Rip Hunter,Weapons Master
4169,Rip Hunter,Intelligence
4170,Rip Hunter,Power Suit
4171,Rip Hunter,Time Travel
4172,Rip Hunter,Time Manipulation
4173,Ripcord,Weapon-based Powers
4174,Ripcord,Jump
4175,Robin,Marksmanship
4176,Robin,Weapons Master
4177,Robin,Intelligence
4178,Robin,Weapon-based Powers
4179,Robin,Peak Human Condition
4180,Robin II,Agility
4181,Robin II,Stealth
4182,Robin II,Marksmanship
4183,Robin II,Weapons Master
4184,Robin II,Stamina
4185,Robin III,Agility
4186,Robin III,Stealth
4187,Robin III,Marksmanship
4188,Robin III,Weapons Master
4189,Robin III,Stamina
4190,Robin III,Weapon-based Powers
4191,Robin V,Agility
4192,Robin V,Stealth
4193,Robin V,Weapons Master
4194,Robin V,Longevity
4195,Robin V,Reflexes
4196,Robin VI,Agility
4197,Robin VI,Stealth
4198,Robin VI,Stamina
4199,Rocket Raccoon,Agility
4200,Rocket Raccoon,Cold Resistance
4201,Rocket Raccoon,Marksmanship
4202,Rocket Raccoon,Weapons Master
4203,Rocket Raccoon,Animal Attributes
4204,Rocket Raccoon,Animal Oriented Powers
4205,Rocket Raccoon,Enhanced Senses
4206,Rocket Raccoon,Enhanced Hearing
4207,Rocket Raccoon,Enhanced Smell
4208,Rocket Raccoon,Enhanced Touch
4209,Rocket Raccoon,Vision - Night
4210,Rogue,Energy Absorption
4211,Rogue,Power Absorption
4212,Rorschach,Agility
4213,Rorschach,Stealth
4214,Rorschach,Weapons Master
4215,Rorschach,Intelligence
4216,Rorschach,Stamina
4217,Sabretooth,Agility
4218,Sabretooth,Accelerated Healing
4219,Sabretooth,Cold Resistance
4220,Sabretooth,Durability
4221,Sabretooth,Stealth
4222,Sabretooth,Marksmanship
4223,Sabretooth,Weapons Master
4224,Sabretooth,Longevity
4225,Sabretooth,Super Strength
4226,Sabretooth,Stamina
4227,Sabretooth,Super Speed
4228,Sabretooth,Animal Oriented Powers
4229,Sabretooth,Reflexes
4230,Sabretooth,Enhanced Hearing
4231,Sabretooth,Enhanced Sight
4232,Sabretooth,Natural Weapons
4233,Sabretooth,Enhanced Smell
4234,Sabretooth,Toxin and Disease Resistance
4235,Sage,Power Augmentation
4236,Sage,Telepathy
4237,Sage,Power Sense
4238,Sage,Technopath/Cyberpath
4239,Sage,Telepathy Resistance
4240,Sandman,Agility
4241,Sandman,Super Strength
4242,Sandman,Size Changing
4243,Sandman,Density Control
4244,Sandman,Shapeshifting
4245,Sandman,Invulnerability
4246,Sandman,Natural Armor
4247,Sandman,Intangibility
4248,Sandman,Regeneration
4249,Sandman,Heat Resistance
4250,Sandman,Natural Weapons
4251,Sasquatch,Agility
4252,Sasquatch,Durability
4253,Sasquatch,Super Strength
4254,Sasquatch,Stamina
4255,Sasquatch,Enhanced Senses
4256,Sasquatch,Jump
4257,Sauron,Accelerated Healing
4258,Sauron,Weapons Master
4259,Sauron,Longevity
4260,Sauron,Intelligence
4261,Sauron,Super Strength
4262,Sauron,Energy Blasts
4263,Sauron,Size Changing
4264,Sauron,Stamina
4265,Sauron,Super Speed
4266,Sauron,Darkforce Manipulation
4267,Sauron,Magic
4268,Sauron,Shapeshifting
4269,Sauron,Immortality
4270,Sauron,Fire Control
4271,Sauron,Invulnerability
4272,Sauron,Enhanced Hearing
4273,Sauron,Enhanced Sight
4274,Sauron,Heat Generation
4275,Sauron,Resurrection
4276,Sauron,Weather Control
4277,Savage Dragon,Accelerated Healing
4278,Savage Dragon,Durability
4279,Savage Dragon,Super Strength
4280,Savage Dragon,Jump
4281,Savage Dragon,Fire Resistance
4282,Savage Dragon,Regeneration
4283,Scarecrow,Psionic Powers
4284,Scarecrow,Insanity
4285,Scarlet Spider,Agility
4286,Scarlet Spider,Accelerated Healing
4287,Scarlet Spider,Durability
4288,Scarlet Spider,Danger Sense
4289,Scarlet Spider,Animal Attributes
4290,Scarlet Spider,Super Strength
4291,Scarlet Spider,Stamina
4292,Scarlet Spider,Super Speed
4293,Scarlet Spider,Animal Oriented Powers
4294,Scarlet Spider,Enhanced Senses
4295,Scarlet Spider,Jump
4296,Scarlet Spider,Reflexes
4297,Scarlet Spider,Natural Weapons
4298,Scarlet Spider,Wallcrawling
4299,Scarlet Spider,Vision - Night
4300,Scarlet Spider II,Agility
4301,Scarlet Spider II,Accelerated Healing
4302,Scarlet Spider II,Durability
4303,Scarlet Spider II,Animal Attributes
4304,Scarlet Spider II,Super Strength
4305,Scarlet Spider II,Stamina
4306,Scarlet Spider II,Super Speed
4307,Scarlet Spider II,Animal Oriented Powers
4308,Scarlet Spider II,Reflexes
4309,Scarlet Spider II,Wallcrawling
4310,Scarlet Spider II,Web Creation
4311,Scarlet Witch,Agility
4312,Scarlet Witch,Dimensional Awareness
4313,Scarlet Witch,Flight
4314,Scarlet Witch,Longevity
4315,Scarlet Witch,Energy Blasts
4316,Scarlet Witch,Teleportation
4317,Scarlet Witch,Telekinesis
4318,Scarlet Witch,Magic
4319,Scarlet Witch,Astral Projection
4320,Scarlet Witch,Energy Constructs
4321,Scarlet Witch,Probability Manipulation
4322,Scarlet Witch,Levitation
4323,Scarlet Witch,Illusions
4324,Scarlet Witch,Reality Warping
4325,Scorpia,Super Strength
4326,Scorpia,Energy Blasts
4327,Scorpia,Super Speed
4328,Scorpia,Weapon-based Powers
4329,Scorpia,Force Fields
4330,Scorpion,Agility
4331,Scorpion,Durability
4332,Scorpion,Danger Sense
4333,Scorpion,Super Strength
4334,Scorpion,Super Speed
4335,Scorpion,Weapon-based Powers
4336,Scorpion,Reflexes
4337,Scorpion,Power Suit
4338,Scorpion,Wallcrawling
4339,Sebastian Shaw,Agility
4340,Sebastian Shaw,Durability
4341,Sebastian Shaw,Energy Absorption
4342,Sebastian Shaw,Super Strength
4343,Sebastian Shaw,Energy Manipulation
4344,Sentry,Agility
4345,Sentry,Accelerated Healing
4346,Sentry,Flight
4347,Sentry,Intelligence
4348,Sentry,Super Strength
4349,Sentry,Telepathy
4350,Sentry,Energy Blasts
4351,Sentry,Stamina
4352,Sentry,Super Speed
4353,Sentry,Enhanced Senses
4354,Sentry,Telekinesis
4355,Sentry,Immortality
4356,Sentry,Reflexes
4357,Sentry,Invulnerability
4358,Sentry,Force Fields
4359,Sentry,Enhanced Hearing
4360,Sentry,Molecular Manipulation
4361,Sentry,Light Control
4362,Sentry,Vision - Telescopic
4363,Sentry,Vision - Infrared
4364,Sentry,Resurrection
4365,Sentry,Vision - Thermal
4366,Shadow King,Telepathy
4367,Shadow King,Possession
4368,Shadow King,Immortality
4369,Shadow King,Astral Projection
4370,Shadow King,Psionic Powers
4371,Shadow King,Natural Weapons
4372,Shadow Lass,Agility
4373,Shadow Lass,Stealth
4374,Shadow Lass,Flight
4375,Shadow Lass,Intelligence
4376,Shadow Lass,Super Speed
4377,Shadow Lass,Darkforce Manipulation
4378,Shadowcat,Stealth
4379,Shadowcat,Weapons Master
4380,Shadowcat,Intelligence
4381,Shadowcat,Camouflage
4382,Shadowcat,Phasing
4383,Shadowcat,Intangibility
4384,Shadowcat,Levitation
4385,Shadowcat,Cloaking
4386,Shadowcat,Telepathy Resistance
4387,Shang-Chi,Agility
4388,Shang-Chi,Durability
4389,Shang-Chi,Stealth
4390,Shang-Chi,Stamina
4391,Shang-Chi,Reflexes
4392,Shang-Chi,Toxin and Disease Resistance
4393,Shatterstar,Agility
4394,Shatterstar,Accelerated Healing
4395,Shatterstar,Durability
4396,Shatterstar,Super Strength
4397,Shatterstar,Energy Blasts
4398,Shatterstar,Super Speed
4399,She-Hulk,Accelerated Healing
4400,She-Hulk,Durability
4401,She-Hulk,Longevity
4402,She-Hulk,Intelligence
4403,She-Hulk,Super Strength
4404,She-Hulk,Stamina
4405,She-Hulk,Jump
4406,She-Hulk,Invulnerability
4407,She-Thing,Cold Resistance
4408,She-Thing,Durability
4409,She-Thing,Super Strength
4410,She-Thing,Heat Resistance
4411,Shocker,Marksmanship
4412,Shocker,Weapons Master
4413,Shocker,Energy Blasts
4414,Shocker,Power Suit
4415,Shriek,Flight
4416,Shriek,Energy Blasts
4417,Shriek,Audio Control
4418,Shriek,Telekinesis
4419,Shriek,Empathy
4420,Shriek,Psionic Powers
4421,Shriek,Levitation
4422,Shriek,Sonic Scream
4423,Sif,Agility
